Date,Open,High,Low,Close,Volume,Adj Close
24-04-2021 07:00,50210.76,50210.76,49649.7,49805.2,128166468.1,49805.2
24-04-2021 08:00,49798.96,50217.89,49689.09,49762.54,105233380.8,49762.54
24-04-2021 09:00,49762.54,49800,49424,49507.07,109038060.4,49507.07
24-04-2021 10:00,49507.16,49509.27,48925.15,48991.37,171608263.2,48991.37
24-04-2021 11:00,48991.36,49523,48657.14,49073.71,205896574,49073.71
24-04-2021 12:00,49072.12,49797.61,48917.16,49549.87,178052610.4,49549.87
24-04-2021 13:00,49554.73,49747.48,49334.49,49554.32,117876881.8,49554.32
24-04-2021 14:00,49554.32,49554.33,49100,49294.71,100600975.9,49294.71
24-04-2021 15:00,49295.64,50360.63,48900,50212.03,208604097.7,50212.03
24-04-2021 16:00,50210.01,50300,49838.72,49894.73,100340344.8,49894.73
24-04-2021 17:00,49894.73,50159.76,49650,50121.31,78987494.62,50121.31
24-04-2021 18:00,50123.44,50800.74,49986.03,50562.06,109386920.5,50562.06
24-04-2021 19:00,50562.05,50888,50562.05,50667.75,63325824.49,50667.75
24-04-2021 20:00,50667.79,50995,50535.86,50930.49,79404295.04,50930.49
24-04-2021 21:00,50930.49,51000,50623.01,50853.72,63853666.26,50853.72
24-04-2021 22:00,50853.71,50934.4,50223.72,50298.84,81342560.61,50298.84
24-04-2021 23:00,50292.32,50519.75,49900,50047.84,84043700.47,50047.84
25-04-2021 00:00,50047.84,50302.15,49716.41,49821.69,112205918.3,49821.69
25-04-2021 01:00,49821.69,50306.12,49800,50132.66,65340233.01,50132.66
25-04-2021 02:00,50132.66,50452.85,50120.88,50289.01,60867275.73,50289.01
25-04-2021 03:00,50289.01,50331.16,49600,49615.54,83000342.8,49615.54
25-04-2021 04:00,49626.76,49705.04,49600.24,49683.94,292226.0135,49683.94
25-04-2021 08:00,49683.95,50280,49671.52,50086.13,46117087.97,50086.13
25-04-2021 09:00,50086.77,50223.21,49161.94,49486.62,190061659.7,49486.62
25-04-2021 10:00,49486.62,49918,49179.43,49342.51,193203101.6,49342.51
25-04-2021 11:00,49339.75,49683.54,49248.52,49550.73,92382622.02,49550.73
25-04-2021 12:00,49550.74,49974.65,49450,49859.54,120033917.9,49859.54
25-04-2021 13:00,49861.21,50157.46,49750,49872.91,146422751,49872.91
25-04-2021 14:00,49872.9,50500,49700,50335.68,141876152.8,50335.68
25-04-2021 15:00,50335.67,50567.91,50191.26,50257.97,121435382.2,50257.97
25-04-2021 16:00,50257.97,50395.49,50043.28,50395.49,96867169.45,50395.49
25-04-2021 17:00,50395.49,50434,49768.17,49921.81,103274522.3,49921.81
25-04-2021 18:00,49921.81,49949.23,49470,49622.7,121920475.7,49622.7
25-04-2021 19:00,49622.7,49785.95,49295.09,49333.01,88313841.28,49333.01
25-04-2021 20:00,49333.01,49593.18,47900,48094.68,260540905.5,48094.68
25-04-2021 21:00,48097.99,48392.49,46930,47598.87,390027327.5,47598.87
25-04-2021 22:00,47598.87,48812.33,47507.31,48689.03,270346174.3,48689.03
25-04-2021 23:00,48694.09,49171.76,48500,49066.77,163329228.1,49066.77
26-04-2021 00:00,49066.76,50989,48753.44,50900,345383279.9,50900
26-04-2021 01:00,50899.99,51983.56,50437.37,51920.39,319893072.7,51920.39
26-04-2021 02:00,51920.39,52500,51698.09,51969.24,263379177.2,51969.24
26-04-2021 03:00,51961.34,52427.97,51833.31,52398.99,164144680.1,52398.99
26-04-2021 04:00,52398.99,52722.35,52000,52299.99,162645343.7,52299.99
26-04-2021 05:00,52300,52579.91,52051.06,52535.23,134576904,52535.23
26-04-2021 06:00,52535.23,53080,52421.23,52832,210762520.9,52832
26-04-2021 07:00,52831.99,52969.35,52445.48,52801.37,174313043.8,52801.37
26-04-2021 08:00,52801.37,52981.07,52507.41,52584.19,125508794.8,52584.19
26-04-2021 09:00,52584.19,53544.68,52275,53450.04,224337120,53450.04
26-04-2021 10:00,53450.04,53530.29,53119.01,53217.03,166610405.9,53217.03
26-04-2021 11:00,53217.03,53685,53217.03,53598.39,176936272.2,53598.39
26-04-2021 12:00,53598.39,53950,53407.82,53484.75,221758163.6,53484.75
26-04-2021 13:00,53484.74,53894.61,53200,53659.52,197205379.8,53659.52
26-04-2021 14:00,53657.33,53844.19,53354.38,53545.87,137747913.2,53545.87
26-04-2021 15:00,53545.87,53700.02,53239.69,53571.12,112644369.9,53571.12
26-04-2021 16:00,53571.13,53757.97,52868.07,53284.61,209291718.9,53284.61
26-04-2021 17:00,53284.6,54356.62,53276.75,54034.75,208166510.3,54034.75
26-04-2021 18:00,54034.74,54284.46,53880.27,54245.87,133217585.6,54245.87
26-04-2021 19:00,54245.87,54300,53702.08,54036.19,178955183.2,54036.19
26-04-2021 20:00,54038.21,54040,53179.68,53180,186719829.5,53180
26-04-2021 21:00,53180.01,53478,52600.36,53363.54,249034645.2,53363.54
26-04-2021 22:00,53363.53,54250,52857.14,53582.45,156014986.1,53582.45
26-04-2021 23:00,53582.45,54050.08,53451.12,54001.39,96441602.75,54001.39
27-04-2021 00:00,54001.38,54160.61,53519,53657.36,118420311.6,53657.36
27-04-2021 01:00,53657.35,53838.58,53571.88,53772.23,90345443.11,53772.23
27-04-2021 02:00,53772.23,54000,53728.68,53812.01,103794651.9,53812.01
27-04-2021 03:00,53812,53827.34,53267.71,53460.3,104762769.9,53460.3
27-04-2021 04:00,53460.3,53591.51,53222,53456.85,90716503.42,53456.85
27-04-2021 05:00,53456.85,53970,53405.82,53918.3,102911018.7,53918.3
27-04-2021 06:00,53918.3,54933.74,53898.61,54700.34,249373833,54700.34
27-04-2021 07:00,54700.35,54879.72,54317.13,54545.01,128036214.3,54545.01
27-04-2021 08:00,54545,54986.96,54349.77,54430.17,131278127.3,54430.17
27-04-2021 09:00,54430.25,54688.49,54248.92,54487.04,99454964.07,54487.04
27-04-2021 10:00,54487.05,54782.7,54426.66,54683.34,117265007,54683.34
27-04-2021 11:00,54688.72,55242.32,54625.31,55152.43,180493525.7,55152.43
27-04-2021 12:00,55152.43,55281.16,54736.78,54838.53,124238125.6,54838.53
27-04-2021 13:00,54838.53,55040.83,54400,54726.35,141817316,54726.35
27-04-2021 14:00,54726.34,55068.91,54258.32,54953.92,261829029.6,54953.92
27-04-2021 15:00,54953.27,55300,54820.38,54981.87,149293186.7,54981.87
27-04-2021 16:00,54981.86,55081.61,54545.64,54663.28,128794610.8,54663.28
27-04-2021 17:00,54663.28,54933.45,54258.4,54875.62,120529782.3,54875.62
27-04-2021 18:00,54875.63,54991.45,54624.76,54960.01,85780447.9,54960.01
27-04-2021 19:00,54960.01,54976.49,54613.68,54761.7,75121933.96,54761.7
27-04-2021 20:00,54761.7,55183.33,54761.7,55133.88,80640935.63,55133.88
27-04-2021 21:00,55133.88,55460,54818.48,55275.29,94821947.71,55275.29
27-04-2021 22:00,55275.29,55339.42,54875.36,54944.72,76931431.07,54944.72
27-04-2021 23:00,54944.72,55049.97,54738.43,55011.97,93068211.36,55011.97
28-04-2021 00:00,55011.97,55466.31,54967.38,55384.61,146267248.6,55384.61
28-04-2021 01:00,55384.61,55738,55280.01,55471.2,131811804.5,55471.2
28-04-2021 02:00,55471.2,55629.67,55173.2,55189.99,124090156.6,55189.99
28-04-2021 03:00,55190,55276.76,54769.42,54774.05,136366301.5,54774.05
28-04-2021 04:00,54774.05,54995.07,54545,54820.54,88657559.84,54820.54
28-04-2021 05:00,54820.54,54938.4,54400,54594.5,107770750.4,54594.5
28-04-2021 06:00,54599.24,54628.65,53813.16,54144.18,263419901.5,54144.18
28-04-2021 07:00,54144.18,54550.78,54040.01,54255.98,108174602.2,54255.98
28-04-2021 08:00,54255.98,54535.51,54055.83,54063.23,97936694.19,54063.23
28-04-2021 09:00,54063.23,54420.86,53917.64,54215.31,122554515,54215.31
28-04-2021 10:00,54215.3,54476.26,54102.35,54413.56,72648531.5,54413.56
28-04-2021 11:00,54413.57,55087.85,54411.81,54853.26,168140906.9,54853.26
28-04-2021 12:00,54853.26,55327,54762.42,55175.25,135192959.9,55175.25
28-04-2021 13:00,55175.25,55195.35,54625,54780,110335551.6,54780
28-04-2021 14:00,54780.01,54917.29,54460.41,54489.22,101347488.3,54489.22
28-04-2021 15:00,54489.21,54611.27,54111.11,54338.14,112435960,54338.14
28-04-2021 16:00,54338.14,54775,54245.33,54704.76,93745992.45,54704.76
28-04-2021 17:00,54704.75,54975.45,54523,54838.72,76195098.77,54838.72
28-04-2021 18:00,54838.73,55070,54643.45,54933.76,91521300.87,54933.76
28-04-2021 19:00,54933.75,55432,54724.91,55411.97,96833238.51,55411.97
28-04-2021 20:00,55407.03,56428,54159,54369.08,398476398.1,54369.08
28-04-2021 21:00,54369.08,54884,54002,54801.34,98557220.84,54801.34
28-04-2021 22:00,54801.33,54838.43,54311,54466.72,71479130.59,54466.72
28-04-2021 23:00,54469.96,54886.63,54363.86,54846.22,66283474.72,54846.22
29-04-2021 00:00,54846.23,55195.84,54673.96,54720.07,102917751.1,54720.07
29-04-2021 01:00,54720.07,54775.98,54415.37,54567.68,91120003.14,54567.68
29-04-2021 02:00,54567.68,54752.12,54306.01,54575.94,94284399.73,54575.94
29-04-2021 03:00,54575.93,54632.58,54046.33,54265.1,100779374.8,54265.1
29-04-2021 04:00,54265.1,54265.1,53510,53564.94,165163667.4,53564.94
29-04-2021 05:00,53564.94,53976.19,53482.22,53896.92,114771749,53896.92
29-04-2021 06:00,53896.92,54493.87,53856.49,54372.84,111536601.4,54372.84
29-04-2021 07:00,54372.84,54486.45,54255,54465.14,80388505.21,54465.14
29-04-2021 08:00,54465.27,54467.99,53850,53929.29,125379263.4,53929.29
29-04-2021 09:00,53929.28,54739.43,53759.98,54541.01,152302986,54541.01
29-04-2021 10:00,54540.01,54689.48,54338.33,54428.04,94625878.17,54428.04
29-04-2021 11:00,54428.04,54546.33,54105.22,54300.16,100740551.1,54300.16
29-04-2021 12:00,54300.16,54531.89,54159.47,54330.01,108903744.3,54330.01
29-04-2021 13:00,54330.01,54404.59,53560,53606.03,168444811.2,53606.03
29-04-2021 14:00,53606.03,53913.78,53508,53682.26,134551012.9,53682.26
29-04-2021 15:00,53682.26,53912.83,53303.68,53703.11,145220022,53703.11
29-04-2021 16:00,53703.11,53816.19,52950,52972,178771149.7,52972
29-04-2021 17:00,52972,53183.72,52700,52742.95,197176897.8,52742.95
29-04-2021 18:00,52742.98,53039.27,52476.69,52928.54,141805908.3,52928.54
29-04-2021 19:00,52935.72,53036.79,52800,52860.02,76862579.75,52860.02
29-04-2021 20:00,52860.02,53337.07,52330.94,52981.71,150247886.8,52981.71
29-04-2021 21:00,52977.71,53363.99,52808.05,53329.2,59405842.62,53329.2
29-04-2021 22:00,53329.2,53437.49,53101.61,53387.35,57445784.47,53387.35
29-04-2021 23:00,53387.35,53650.63,53300,53555,70373965.23,53555
30-04-2021 00:00,53555,53816.36,53013.01,53386.46,140223862.7,53386.46
30-04-2021 01:00,53386.47,53636.36,53183.27,53395.09,102738208.3,53395.09
30-04-2021 02:00,53395.09,53617.07,53331.48,53520.42,81863782.67,53520.42
30-04-2021 03:00,53520.42,53773.08,53421.4,53679.03,110305556.4,53679.03
30-04-2021 04:00,53679.04,54200,53673.05,54124.35,157282176.1,54124.35
30-04-2021 05:00,54124.35,54300,53914.73,54266.56,136849614,54266.56
30-04-2021 06:00,54266.56,54450,54161.58,54415,107640820.6,54415
30-04-2021 07:00,54415,54558.8,54250.92,54343.11,121979196.3,54343.11
30-04-2021 08:00,54343.11,54672.31,54108.8,54526.61,99556299.69,54526.61
30-04-2021 09:00,54526.6,54792.33,54305,54318.08,134775943,54318.08
30-04-2021 10:00,54317.82,54498.98,54100,54164.67,99665684.33,54164.67
30-04-2021 11:00,54164.67,54377.97,54051.11,54230.63,93704594.93,54230.63
30-04-2021 12:00,54230.64,54738.96,54170.89,54655.81,125070477.9,54655.81
30-04-2021 13:00,54655.81,55990,54409.7,55989.31,346789777.9,55989.31
30-04-2021 14:00,55989.31,56308.16,55736.24,55952.19,338985126.7,55952.19
30-04-2021 15:00,55952.19,57258.15,55952.19,57180.06,407921312.8,57180.06
30-04-2021 16:00,57180.05,57385,56394.22,56707.28,300397185.4,56707.28
30-04-2021 17:00,56707.27,56810,56277.39,56546.79,162214209.6,56546.79
30-04-2021 18:00,56546.79,57055.74,56521.46,56857.47,121198692.4,56857.47
30-04-2021 19:00,56857.48,57048,56780.47,57007.38,90177235.06,57007.38
30-04-2021 20:00,57007.38,57032.15,56374.21,56757.34,114444255.7,56757.34
30-04-2021 21:00,56757.34,57184.27,56646.97,56976.53,74103411.02,56976.53
30-04-2021 22:00,56976.53,57427.09,56887.26,57119.75,125892259.2,57119.75
30-04-2021 23:00,57119.76,57963,57090.8,57694.27,214407690.4,57694.27
01-05-2021 00:00,57697.25,58088,57421.05,57811.42,201401665.2,57811.42
01-05-2021 01:00,57809.99,58456.52,57470.77,58450,173264664.7,58450
01-05-2021 02:00,58450,58458.07,57931.89,58100,129956220.8,58100
01-05-2021 03:00,58100.01,58248.54,58031.86,58178.67,81171051.61,58178.67
01-05-2021 04:00,58177.59,58245.33,57687.04,58052.37,117113247.7,58052.37
01-05-2021 05:00,58052.37,58422.31,57896.85,58134.44,102059930.5,58134.44
01-05-2021 06:00,58134.44,58239.64,57837,57894.91,77218596.84,57894.91
01-05-2021 07:00,57894.9,58036.08,57585.55,57725.14,93974980.48,57725.14
01-05-2021 08:00,57725.14,57930,57450.63,57450.63,119040435.5,57450.63
01-05-2021 09:00,57450.63,57851.35,57116.16,57492.99,149972545.2,57492.99
01-05-2021 10:00,57492.99,57666.66,57335.75,57384,72996206.46,57384
01-05-2021 11:00,57384,57834.37,57383.33,57816.9,71816915.66,57816.9
01-05-2021 12:00,57816.91,58043.01,57673,57764.15,104411639.6,57764.15
01-05-2021 13:00,57764.15,58005.09,57525,57611,97535842.88,57611
01-05-2021 14:00,57613.1,57681,57220.67,57430.78,102191958.2,57430.78
01-05-2021 15:00,57430.79,57500,56956.14,57356.58,120502445.5,57356.58
01-05-2021 16:00,57356.59,57712.69,57218,57495.59,103446453.9,57495.59
01-05-2021 17:00,57495.6,57767,57492.78,57569.99,93422430.05,57569.99
01-05-2021 18:00,57567.34,57650,57400.35,57610.52,67830126.05,57610.52
01-05-2021 19:00,57610.51,57998.97,57444.03,57770.31,101482017.2,57770.31
01-05-2021 20:00,57770.32,57877.39,57641.5,57679.99,68592041.77,57679.99
01-05-2021 21:00,57680,57690,57372.01,57451.58,71821313.31,57451.58
01-05-2021 22:00,57451.57,57716.27,57243.65,57657.75,69251974.99,57657.75
01-05-2021 23:00,57660.31,57939,57580.7,57800.37,69868250.62,57800.37
02-05-2021 00:00,57797.35,57911.02,57371.12,57442.25,91870711.06,57442.25
02-05-2021 01:00,57442.25,57488.04,57275,57415.6,79581126.78,57415.6
02-05-2021 02:00,57415.6,57700,57415.6,57650,47198882.35,57650
02-05-2021 03:00,57650,57694.99,56323.66,56450.19,193719458.4,56450.19
02-05-2021 04:00,56450.19,56930.98,56171.31,56905.68,157605012.9,56905.68
02-05-2021 05:00,56905.68,57129,56612.29,56902.07,67660047.41,56902.07
02-05-2021 06:00,56902.07,57034.19,56686,56879.99,44680276.42,56879.99
02-05-2021 07:00,56881.33,56988,56404.31,56633.02,77995726.43,56633.02
02-05-2021 08:00,56633.03,56766.63,56156,56525.23,95942647.68,56525.23
02-05-2021 09:00,56525.23,56650,56035.25,56450,135266350.1,56450
02-05-2021 10:00,56450,57000,56385.16,56831.67,107919835.2,56831.67
02-05-2021 11:00,56831.67,57090,56543.25,57090,66609748.02,57090
02-05-2021 12:00,57090,57286.96,56700.01,56839.66,93637964.27,56839.66
02-05-2021 13:00,56839.66,56903.74,56451.01,56679.85,67746384.26,56679.85
02-05-2021 14:00,56680.84,56999,56660,56823.52,65406188.63,56823.52
02-05-2021 15:00,56823.51,56846.92,56231.55,56595.2,112419083.1,56595.2
02-05-2021 16:00,56595.2,56777,56317.59,56557.8,79754516.28,56557.8
02-05-2021 17:00,56557.81,56843.78,56468.63,56779.99,63654819.02,56779.99
02-05-2021 18:00,56780,56899.99,56700,56840.45,66092234.84,56840.45
02-05-2021 19:00,56840.44,56968.56,56546.47,56836.4,74935754.8,56836.4
02-05-2021 20:00,56836.39,57000,56666.67,56994,65587408.4,56994
02-05-2021 21:00,56994.99,57141.05,56615.05,56649.99,92741543.38,56649.99
02-05-2021 22:00,56649.98,56745.7,56212,56382.1,95798074.58,56382.1
02-05-2021 23:00,56382.1,56600.5,56309.32,56578.21,45939436.22,56578.21
03-05-2021 00:00,56578.21,57600,56525,57407.86,151416158.4,57407.86
03-05-2021 01:00,57407.85,58289.99,57359.28,58042.82,147582606.6,58042.82
03-05-2021 02:00,58042.83,58249.99,57850.23,58060.48,105882925.9,58060.48
03-05-2021 03:00,58060.48,58240.69,57768.67,57925.8,137811688.1,57925.8
03-05-2021 04:00,57925.79,58044.09,57696.7,57820.64,80013601.49,57820.64
03-05-2021 05:00,57820.64,58110,57794.17,57938.86,118120648.3,57938.86
03-05-2021 06:00,57938.86,58049.83,57860.02,57945.55,98888713.69,57945.55
03-05-2021 07:00,57945.55,58848,57814.34,58787.87,246777717.1,58787.87
03-05-2021 08:00,58787.88,58981.44,58617,58764.07,154752730.5,58764.07
03-05-2021 09:00,58764.08,58804.45,58277.12,58409.73,162819807.5,58409.73
03-05-2021 10:00,58409.91,58620.87,58344.97,58467.42,109669819.7,58467.42
03-05-2021 11:00,58467.42,58965.19,58464.44,58657.63,121960836.5,58657.63
03-05-2021 12:00,58657.64,58770,58293.49,58558.27,109383605,58558.27
03-05-2021 13:00,58558.26,58645.09,57260,57697.33,213192963.7,57697.33
03-05-2021 14:00,57696.52,58199,57600,57777.33,166375065.4,57777.33
03-05-2021 15:00,57777.33,58020.21,57379.57,57601.83,162987638,57601.83
03-05-2021 16:00,57603.33,57957.1,57169,57693.73,165275722.4,57693.73
03-05-2021 17:00,57693.98,58170,57579.26,57958.6,124703567.6,57958.6
03-05-2021 18:00,57958.6,58084.6,57745.9,57764.42,106545407.6,57764.42
03-05-2021 19:00,57764.42,57764.43,57326.01,57564.87,109554450.3,57564.87
03-05-2021 20:00,57564.86,57575.05,56602.73,56783.94,182541407.1,56783.94
03-05-2021 21:00,56783.93,57163.26,56435,57110.25,122592012.6,57110.25
03-05-2021 22:00,57110.24,57421.61,56723.01,57292.88,128413962.1,57292.88
03-05-2021 23:00,57292.88,57457.12,56885.92,57169.39,110341486.8,57169.39
04-05-2021 00:00,57169.39,57200,54580,55291.71,373777145,55291.71
04-05-2021 01:00,55294.47,55846.68,55100,55682.71,255893176.6,55682.71
04-05-2021 02:00,55682.71,56012.49,55447.73,55695.16,173713662.4,55695.16
04-05-2021 03:00,55695.15,55959.79,55231.27,55452.17,143848624.1,55452.17
04-05-2021 04:00,55452.16,55906.15,55122,55809.45,131119052.4,55809.45
04-05-2021 05:00,55809.45,56291.37,55766.01,55988.95,116979563.4,55988.95
04-05-2021 06:00,55988.95,56169,55851.25,56070.62,107391203.5,56070.62
04-05-2021 07:00,56070.62,56361.82,55853.66,55917.97,121052910.7,55917.97
04-05-2021 08:00,55917.98,56020,55555,55739.99,158430169.1,55739.99
04-05-2021 09:00,55740.33,56399.68,55740.33,56077.57,144816148.7,56077.57
04-05-2021 10:00,56077.58,56637.89,56075.11,56406.72,143597850.7,56406.72
04-05-2021 11:00,56406.72,56431.65,55857.14,56143.42,149147625.1,56143.42
04-05-2021 12:00,56143.43,56321.18,55460.16,56020.57,271820166.3,56020.57
04-05-2021 13:00,56020.56,56120,55200,55461.35,248715764.3,55461.35
04-05-2021 14:00,55461.35,55552.85,54410,54825.01,440409027.3,54825.01
04-05-2021 15:00,54827.66,54971,53526,53799.33,445832248.5,53799.33
04-05-2021 16:00,53802.54,54315.57,53201.01,53849.23,323209941,53849.23
04-05-2021 17:00,53849.24,54289.75,53724.18,54166.82,191535933.9,54166.82
04-05-2021 18:00,54166.87,54745.81,53985.34,54524.76,171887591.6,54524.76
04-05-2021 19:00,54522.62,54578.03,54209.65,54541.13,124232964.2,54541.13
04-05-2021 20:00,54539.73,54824,53900,54727.01,140321341.1,54727.01
04-05-2021 21:00,54727,54809.48,54194.9,54349.83,95554037.09,54349.83
04-05-2021 22:00,54349.84,54427,53533,54079.61,114769279.4,54079.61
04-05-2021 23:00,54079.6,54236.63,53046.69,53200.01,117346637.6,53200.01
05-05-2021 00:00,53205.05,54886.69,52900,54566.58,254730898.1,54566.58
05-05-2021 01:00,54566.53,55098,54404.9,54758.72,178284275.1,54758.72
05-05-2021 02:00,54758.72,55415.83,54659,55050.22,131075556.6,55050.22
05-05-2021 03:00,55050.22,55242.02,54709,54795.19,153133305.1,54795.19
05-05-2021 04:00,54798.87,55285.71,54428.92,54552.15,163862594.2,54552.15
05-05-2021 05:00,54552.32,54910.27,54276,54693.1,135150326,54693.1
05-05-2021 06:00,54691.72,54731.62,53922.84,54421.51,133869587.7,54421.51
05-05-2021 07:00,54421.51,55028.21,54302,54858.35,117429765.5,54858.35
05-05-2021 08:00,54858.35,55555,54679.13,55425.02,171637277.8,55425.02
05-05-2021 09:00,55425.02,55492.15,55055.51,55359.48,99729056.33,55359.48
05-05-2021 10:00,55359.48,55809.24,55066.31,55627.54,145694052.3,55627.54
05-05-2021 11:00,55627.55,55672.55,55000,55108.95,133127760.4,55108.95
05-05-2021 12:00,55108.95,55775.15,55032.65,55573.09,160937490.1,55573.09
05-05-2021 13:00,55573.1,56259.74,55535.61,56247.17,211711368.1,56247.17
05-05-2021 14:00,56247.16,57000,55659.69,56982.8,292884228.4,56982.8
05-05-2021 15:00,56982.92,57712.06,56915.41,57636.74,425714092,57636.74
05-05-2021 16:00,57635.89,58069.82,57227.45,57414.77,445306259.3,57414.77
05-05-2021 17:00,57414.77,57699.98,57198.03,57281.33,145376478,57281.33
05-05-2021 18:00,57281.33,57500,57043,57301.55,126765963.9,57301.55
05-05-2021 19:00,57301.56,57500,57043.12,57136.04,130351824.9,57136.04
05-05-2021 20:00,57136.04,57239.85,56576.04,56841.77,178248196.6,56841.77
05-05-2021 21:00,56841.77,56977.07,56687.35,56796.44,83260205.61,56796.44
05-05-2021 22:00,56796.44,57619.86,56715.3,57064.55,179868841.3,57064.55
05-05-2021 23:00,57064.54,57460.67,56926,57436.11,129844892.8,57436.11
06-05-2021 00:00,57436.11,57570,56570.66,56959.92,211106924.6,56959.92
06-05-2021 01:00,56959.93,57194.99,56576.36,56835.86,156654053.1,56835.86
06-05-2021 02:00,56835.85,57165.6,56707.34,57033.36,106305636.4,57033.36
06-05-2021 03:00,57033.36,57033.37,56632.65,56797.09,93265710.48,56797.09
06-05-2021 04:00,56797.09,57568.42,56708.08,56943.39,174613829.7,56943.39
06-05-2021 05:00,56943.39,57343.6,56700,57167.03,96654102.9,57167.03
06-05-2021 06:00,57167.03,57167.03,56441.19,56587.65,148470409.6,56587.65
06-05-2021 07:00,56587.66,56897.62,56331.66,56814.79,116025627.1,56814.79
06-05-2021 08:00,56814.79,57203.81,56788.26,56898.87,118880760.7,56898.87
06-05-2021 09:00,56898.88,57325,56772.75,57261.57,122388541.2,57261.57
06-05-2021 10:00,57261.57,58360,57150,57982.1,300457931,57982.1
